"UUID","FILE","QUOTE_TRANSCRIPTION","ANCHOR","TYPE","URI","VOCAB_LABEL","VOCAB_TEMPORAL_BOUNDS","LAT","LNG","PLACE_TYPE","VERIFICATION_STATUS","TAGS","COMMENTS","GROUP_ID","GROUP_ORDER"
"8c2f0119-8c44-428e-a660-862b9c1db548","China_output090_text.txt","Chalcedonies","char-offset:1442","","","","","","","","","","Form of silica made of intergrowth of quartz and moganite; https://en.wikipedia.org/wiki/Chalcedony
","",""
"a90f3c51-474b-494b-9c19-fc00564e6463","China_output090_text.txt","Polo","char-offset:1555","PERSON","","","","","","","","Polo|Marco","","",""
"b975ddde-5732-4d9a-888a-1230de4965b7","China_output091_text.txt","Lop","char-offset:0","PLACE","http://sws.geonames.org/1280691","Lop","","37.07403","80.18231","","VERIFIED","journey_marcopolo02","| Gan dynnu ar y fersiwn o daith Marco Polo a gyhoeddwyd gan Johann Reinhold Forster, disgrifiodd Pennant sut yr arhosai teithwyr yn ninas Lop i gael gafael ar fulod cryf a chyflenwadau ar gyfer taith fis o hyd ar draws yr anialwch. Gw. Forster, History of the voyages and discoveries made in the north. Translated from the German of John Reinhold Forster, I.U.D. and elucidated by a new and original map of the countries situated about the North Pole (London, 1786), t. 131.","",""
"69c937fb-aba9-4ced-b76a-3fcc0a193cb2","China_output091_text.txt","Marco Polo","char-offset:25","PERSON","","","","","","","","Polo|Marco","","",""
"5b4bde9a-a0e5-439d-a29d-b6f35eb82ca7","China_output091_text.txt","lake","char-offset:74","PLACE","http://geo-kima.org/place/3932","Lop Nur (China)","","","","","VERIFIED","journey_marcopolo02","https://www.britannica.com/place/Lop-Nur
No longer contains any water. | Nododd Pennant bod dinas Lop, yr ymwelodd Marco Polo â hi, yn sefyll ar lan llyn. Lop Nur yw'r enw cyfredol ar y llyn hwnnw, ond nid yw bellach yn cynnwys dŵr. Gw. <https://www.britannica.com/place/Lop-Nur>.","",""
"3a228781-6c42-4186-992a-3718d23c135a","China_output091_text.txt","Lop","char-offset:132","PLACE","http://sws.geonames.org/1280691","Lop","","37.07403","80.18231","","VERIFIED","journey_marcopolo01","","",""
"1efe98ca-dbd5-4d96-b9c3-7927c10f7d69","China_output091_text.txt","Marco Polo","char-offset:305","PERSON","","","","","","","","Polo|Marco","","",""
"2d627668-6866-47c3-880f-e334298b0780","China_output091_text.txt","Shatcheu","char-offset:584","PLACE","http://sws.geonames.org/1280037","Shache","","38.41667","77.24056","","VERIFIED","journey_marcopolo01","Shache | Nododd Pennant, gan ddilyn Johann Reinhold Forster, mai 'Shatcheu' oedd enw modern y ddinas hon ac, at hynny, mai hi oedd y fynedfa i deyrnas Tanguth. Y mae enwau modern ar Shatcheu yn cynnwys Shache a Yarkend / Yarkant. Drwy berthynas â'r ffurf 'Hiarcàn', cysylltir Hierkin, 'Carcham' Marco Polo, â'r ail o'r enwau hyn, yr enw Saesneg 'Yarkant'. Adroddodd Pennant sut y cyrhaeddodd Marco Polo Sachion, 'y Shatcheu fodern', wedi teithio am fis cyfan o ddinas Lop. Gw. Johann Reinhold Forster, History of the voyages and discoveries made in the north. Translated from the German of John Reinhold Forster, I.U.D. and elucidated by a new and original map of the countries situated about the North Pole (London, 1786), t. 132; http://dsr.nii.ac.jp/toyobunko/III-2-F-c-104/V-2/page-hr/0280.html.en; a https://en.wikipedia.org/wiki/Yarkant_County.","",""
"0bc23c26-1a98-40d9-bf07-22335fe1bc65","China_output091_text.txt","h","char-offset:589","","","","","","","","","journey_marcopolo01","","",""
"4ffac55f-0bfc-4f07-bedc-df401c2f76a8","China_output091_text.txt","Tanguth","char-offset:630","PLACE","http://sws.geonames.org/2036892","Hohhot","","40.81056","111.65222","","VERIFIED","journey_marcopolo02","ORIGINAL NOTE: Western Xia / Xi Xia, also known as Tangut Empire, 1038 to 1227. Present day northwestern provinces of Ningxia, Gansu, eastern Qinghai, northern Shaanxi, northestern Xinjiang, and southwest Yinchuan; https://en.wikipedia.org/wiki/Western_XiaUPDATED INFORMATION on 07/10/22: Information identified Tanguth with Tenduc ( http://dsr.nii.ac.jp/toyobunko/III-2-F-c-104/V-2/page-hr/0253.html.en); further source associates Tenduc with Kwei-hwa Ch'eng (https://en.wikisource.org/wiki/The_Travels_of_Marco_Polo/Book_1/Chapter_59, footnote 1) which correlates with capital of Inner Mongolia, Hohhot (https://en.wikipedia.org/wiki/Hohhot). Dinas Shatcheu (Shache) oedd y fynedfa i deyrnas Tanguth, adroddodd Pennant. Awgrymir mewn trafodaethau diweddarach bod y deyrnas yn cwmpasu taleithiau Ningxia, Gansu, dwyrain Qinghai, gogledd Shaanxi, gogledd-ddwyrain Xinjiang,a de orllewin Yinchuan. Gw <https://en.wikipedia.org/wiki/Western_Xia>. Nodwyd talaith Xinjiang ar y map, gan mai yma y saif Shache, ond nid yw'r dalaith hon yn cwmpasu teyrnas hynafol Tanguth yn ei chyfanrwydd.","",""
"2c9ce61f-7245-4c50-9af3-afa0eac6bd14","China_output091_text.txt","Camul","char-offset:663","PLACE","http://sws.geonames.org/1529484","Hami","","42.83393","93.50601","","VERIFIED","journey_marcopolo01","See here for mention of Polo's journey here and his name for the place, Camul: https://en.wikipedia.org/wiki/Hami | Nepell o Shatcheu (Shache) safai dinas Camul, un y gellid ei chanfod ar hen fapiau, meddai Pennant. Am dystiolaeth sy'n uniaethu Camul â Hami ac yn ei dangos ar fap o waith Abraham Ortelius, dyddiedig 1570, gw. https://en.wikipedia.org/wiki/Hami; https://en.wikipedia.org/wiki/Hami#/media/File:CEM-09-Asiae-Nova-Descriptio-2507.jpg. Trafododd Marco Polo arferion caredig trigolion Camul a'r croeso a estynnent i ddieithriaid.","",""
"119ff56b-db48-4fe9-b5f4-7db717563862","China_output091_text.txt","Polo","char-offset:706","PERSON","","","","","","","","Polo|Marco","","",""
"0765a5df-0ce6-4011-a006-f31ce77ad749","China_output091_text.txt","Mangu Khan","char-offset:912","PERSON","","","","","","","","Khan|Möngke","","",""
"9f01e29e-8f57-46f2-986d-3bdc28160c96","China_output091_text.txt","Khan","char-offset:1153","PERSON","","","","","","","","Khan|Möngke","","",""
"840c3355-0157-46ad-8389-00e7acdbc09f","China_output091_text.txt","Greenwich","char-offset:1222","PLACE","http://geo-kima.org/place/8538","Greenwich (London, England)","","","","","VERIFIED","","","",""
"c3390320-7d44-4c38-86ef-4d885e7b82cf","China_output091_text.txt","Holin","char-offset:1254","PLACE","http://geo-kima.org/place/5215","Karakorum (Extinct city)","","","","","VERIFIED","","","",""
"0bf0fe3c-8220-429f-a815-1fe6232e0140","China_output091_text.txt","Jenghiz Khan","char-offset:1363","PERSON","","","","","","","","Khan|Genghis","Genghis Khan (born Temüjin; c. 1162–1227)","",""
"482210c0-e143-4046-aff0-c6899c49c040","China_output091_text.txt","Ung, Khan","char-offset:1452","PERSON","","","","","","","","Khan|Toghrul","Toghrul (Mongolian: Тоорил хан Tooril han; Chinese: 脫里), also known as Wang Khan or Ong Khan (Ван хан Wan han; Chinese: 王汗; pinyin: Wáng Hán; died 1203) was a khan of the Keraites; https://en.wikipedia.org/wiki/Toghrul","",""
"38034bb6-fb7e-4ebc-ab12-ed2f84c9e538","China_output091_text.txt","Jenghiz","char-offset:1484","PERSON","","","","","","","","Khan|Jenghiz","","",""
"dd8f37b5-81a4-43d4-9296-cb4e520a68bb","China_output091_text.txt","Oktay Khan","char-offset:1560","PERSON","","","","","","","","Khan|Ögedei","Ögedei Khagan (also Ogodei; c.1186-1241). 3rd son of Genghis Khan; succeeded his father; on his construction of Karakorum, finished 1235, see https://en.wikipedia.org/wiki/%C3%96gedei_Khan#Karakorum
","",""
"a17b79ca-3546-4eb8-929c-1f73e3521150","China_output092_text.txt","Wangan","char-offset:65","PLACE","http://geo-kima.org/place/5215","Karakorum (Extinct city)","","","","","VERIFIED","","Model of the Khan palace at Karakorum (Extinct city)
","",""
"afc839c9-00ec-4c59-9195-4ffe85caad5c","China_output092_text.txt","Rubriquis","char-offset:100","PERSON","","","","","","","","Rubruquis|Gulielmus de","William of Rubruck (Dutch: Willem van Rubroeck, Latin: Gulielmus de Rubruquis; fl. 1248–1255), Flemish Franciscan missionary and explorer; https://en.wikipedia.org/wiki/William_of_Rubruck. The account given by Rubruquis can be seen in William Woodville Rockhill (ed. and trans.), The Journey of Wiliam of Rubruck to the Eastern Parts of the Worls, 1253-55 ... with two accounts of the earlier journey of John of Pian de Carpine (London, 1900), pp. 207-10, at https://archive.org/details/journeywilliamr01ruysgoog/page/n270/mode/2up?view=theater&q=palace
","",""
"ff664643-3734-4162-9a63-65aba817cd33","China_output092_text.txt","William the Goldsmith","char-offset:173","PERSON","","","","","","","","","'master William the Parisian had made for him a great silver tree, and at its roots are four lions of silver, each with a conduit through it, and all belching forth white milk of mares', p. 208, https://archive.org/details/journeywilliamr01ruysgoog/page/n270/mode/2up?view=theater&q=palace
","",""
"47f956eb-d1e8-488f-a27b-43fbc6d7245c","China_output092_text.txt","a man artificially concealed","char-offset:758","","","","","","","","","","Continues to use Rubruquis at p. 208; https://archive.org/details/journeywilliamr01ruysgoog/page/n270/mode/2up?view=theater&q=palace
","",""
"0c8289f6-ccc6-44ba-a529-dc71f5cc1a35","China_output092_text.txt","Khan","char-offset:817","PERSON","","","","","","","","Khan|Ögedei","","",""
"f23256cd-0333-47cd-ada9-c935916263e4","China_output092_text.txt","city","char-offset:871","PLACE","http://geo-kima.org/place/5215","Karakorum (Extinct city)","","","","","VERIFIED","","","",""
"c9e8e052-0040-4221-bcb3-1cc7f4b3ffb5","China_output092_text.txt","Tartary","char-offset:1049","PLACE","","","","","","","NOT_IDENTIFIABLE","","Inner or Central Eurasia: https://en.wikipedia.org/wiki/Tartary","",""
"7323211d-2877-4fce-9c46-ebb5b4e29cde","China_output092_text.txt","Karakarin","char-offset:1149","PLACE","http://geo-kima.org/place/5215","Karakorum (Extinct city)","","","","","VERIFIED","","https://en.wikipedia.org/wiki/Karakorum","",""
"1921dc15-86c7-4a6b-837a-5add5d285b38","China_output092_text.txt","Regis","char-offset:1316","PERSON","","","","","","","","Régis|Jean-Baptiste","Jean-Baptiste Régis (1663/4-1738), French Jesuit missionary in China; central to the work on the Jesuit map published by Du Halde in Description de la Chins (1735); see https://en.wikipedia.org/wiki/Jean-Baptiste_R%C3%A9gis
","",""
"ee65ca0c-f4fa-4f2b-b2cc-0d4720224e6e","China_output092_text.txt","Fidelli","char-offset:1323","PERSON","","","","","","","","Fridelli|Xavier Ehrenbert","Xavier Ehrenbert Fridelli (1673-1743), Austrian Jesuit missionary and cartographer in China; https://en.wikipedia.org/wiki/Xavier_Ehrenbert_Fridelli
","",""
"10f33954-6677-4b7b-bb05-13bc3d4324e7","China_output092_text.txt","Du Halde","char-offset:1403","PERSON","","","","","","","","Du Halde","","",""
"6cdb5614-75c4-40fb-b740-6082b0f8e31e","China_output093_text.txt","Paris","char-offset:114","PLACE","http://geo-kima.org/place/419","Paris (France)","","48.856577777778","2.3518277777778","","VERIFIED","","","",""
"e08e91e9-3e10-4259-bad4-ad0e81c9911d","China_output093_text.txt","Halter Gobi","char-offset:161","PLACE","http://geo-kima.org/place/1444","Gobi Desert (Mongolia and China)","","","","","VERIFIED","journey_marcopolo02","Unsure of significance of 'Halter' here. For the desert of Gobi see https://en.wikipedia.org/wiki/Gobi_Desert | Disgrifia Pennant leoliad daearyddol anialwch a hawlid gan y Tsieineaid, yn ymestyn o Halter Gobi (Gobi), hyd ffiniau India, ar hyd ymylon Tibet, a chyn belled â thalaith Shen-si (Shaanxi). Nododd bod yr ardaloedd hyn ar un adeg yn cael eu hadnabod fel teyrnas Tanguth, ac i Marco Polo a'r Ffransisiad Ffrengig Wilhelmus Rubruquis (c. 1215—c. 1295) deithio drwyddynt, gan nodi mor llewyrchus oeddynt a gwneud cofnod o'r nifer o ddinasoedd ynddynt.","",""
"72bf7186-2918-4d9e-946f-02080e3c9878","China_output093_text.txt","India","char-offset:248","PLACE","http://sws.geonames.org/1269750","India","","23.01035740062025","79.61702627978634","","VERIFIED","journey_marcopolo02","| Yr oedd teyrnas Tanguth yn ymestyn hyd at ffiniau India, meddai Pennant.","",""
"a88ebf8f-cf0d-4044-9678-d64b1f9c27f1","China_output093_text.txt","Thibet","char-offset:265","PLACE","http://sws.geonames.org/1279685","Tibet","","31.691269092669106","88.10070871640409","","VERIFIED","journey_marcopolo02","| Enwir gan Pennant yn ei ddisgrifiad o gwmpas daearyddol teyrnas Tanguth. Tibet oedd gwlad y Tartariaid Koko-nor (Koko-nor Tartars), meddai.
","",""
"a50f8f59-0103-4097-860a-ce246de3a134","China_output093_text.txt","Shen-si","char-offset:365","PLACE","http://sws.geonames.org/1796480","Shaanxi","","35.18197079031891","108.8632701883222","","VERIFIED","journey_marcopolo02","| Enwir talaith Shen-si (Shaanxi) fel pen mwyaf gorllewinol yr anialdir a adwaenid yn y gorffennol wrth yr enw anarferedig teyrnas Tanguth, lleoliad yr ymwelodd Marco Polo ag ef.","",""
"b3b95c25-074f-47a1-98ae-fe524c2cad54","China_output093_text.txt","Tanguth","char-offset:456","PLACE","http://sws.geonames.org/2036892","Hohhot","","40.81056","111.65222","","VERIFIED","journey_marcopolo01","Hohhot | Cyfeiria Pennant at deyrnas hynafol Tanguth (1038–1227), a gwmpasai daleithiau gogledd-ddwyrain Ningxia, Gansu, dwyrain Qinghai, gogledd Shaanxi, gogledd-ddwyrain Xinjiang, a de-orllewin Yinchuan (rhan o dalaith Ningxia, heddiw). Gw. https://en.wikipedia.org/wiki/Western_Xia. Nodir ar y map leoliad dinas Tanguth. Fe'i cysylltir â Kwei-hwa Ch'eng, sy'n cyfateb i Hohhot, prifddinas Mongolia Fewnol. Gw.  https://en.wikisource.org/wiki/The_Travels_of_Marco_Polo, Llyfr 1, Pennod 59, nodyn 1; ac ynghylch Hohhot, https://en.wikipedia.org/wiki/Hohhot.","",""
"0f9b654d-db7f-4012-b95b-7562c49e5daa","China_output093_text.txt","Rubruquis","char-offset:465","PLACE","","","","","","","UNVERIFIED","Rubruquis|Gulielmus de","","",""
"17c67743-405a-49b5-9d29-496980e176bb","China_output093_text.txt","Marco Polo","char-offset:479","PERSON","","","","","","","","Polo|Marco","","",""
"8889aa65-732d-4934-a422-efdb8881ace9","China_output093_text.txt","Hist. Quad.","char-offset:688","","","","","","","","","History of Quadrupeds","7. GRUNTING: 'Its most obvious specific mark is the tail, which, in the words of Mr. Bogle, spreads out broad and long, with flowing hairs like that of a beautiful mare, of a most elegant silky texture, and of a glossy silfery-color. There is one preserved in the British Museum, not less than six feet long ... Marco Polo*[*GUILLAUME de Rubruquis, a friar sent by Louis IX. or St. Louis, ambassador to the Khan of Tartary, in 1253, wrote his extensive travels, and addressed them to his master. See Purchas, III. i. 22. MARCO Polo was a Venetian gentleman, who, in the same century, also visited Tartary and many other distant countries. Purchas, III. 65. 79.] says, that the wild kind, which he saw on his travels, were nearly as large as elephants. /... Their voice is very singular, being like the grunting of the hog' HQ i, pp. 22, 23","",""
"22b6b8ee-c6bb-499f-8d0b-0a3cc557560f","China_output093_text.txt","Polo","char-offset:740","PERSON","","","","","","","","Polo|Marco","","",""
"47c6e4f6-5cbc-4654-a31b-95bc0cf7cfb1","China_output093_text.txt","road to Tanguth","char-offset:753","","","","","","","","","journey_marcopolo02","","",""
"12a94e6d-883e-475a-93d6-45122a030588","China_output093_text.txt","Tanguth","char-offset:761","PLACE","http://sws.geonames.org/2036892","Hohhot","","40.81056","111.65222","","VERIFIED","journey_marcopolo01","","",""
"1bc5a1ab-8f2e-402d-92ee-5d0348317e4a","China_output093_text.txt","Lop","char-offset:826","PLACE","http://sws.geonames.org/1280691","Lop","","37.07403","80.18231","","VERIFIED","journey_marcopolo01","","",""
"4992b94c-c330-4580-ab7a-74f1d6de9635","China_output093_text.txt","Calmucs","char-offset:1289","PERSON","","","","","","","","","https://en.wikipedia.org/wiki/Kalmyks","",""
"981a78fc-37f2-4f75-b69e-9b5c687bf71d","China_output093_text.txt","Ortus Tartars","char-offset:1335","PERSON","","","","","","","","","Among principle tribes of Mongolia; https://www.biblicalcyclopedia.com/M/mongolia.html
","",""
"beba5c0d-5480-4379-ad23-525a7cd9f212","China_output093_text.txt","India","char-offset:1453","PLACE","http://sws.geonames.org/1269750","India","","23.01035740062025","79.61702627978634","","VERIFIED","","","",""
"1488f1e0-3015-480a-9dcd-fd49825d5c04","China_output093_text.txt","Halter Gobi,","char-offset:1462","PLACE","http://geo-kima.org/place/1444","Gobi Desert (Mongolia and China)","","","","","VERIFIED","","","",""
"597fce83-01f3-4e75-a26f-34ce7b3655d8","China_output093_text.txt","Lanke","char-offset:1565","PLACE","","","","","","","NOT_IDENTIFIABLE","","La'angcuo [lake in Burang County, Ngari Prefecture, Tibet Autonomous Region, adjacent to Mansarowar lake]30.72293038380586, 81.22735561693604","",""
"73bfa55d-09aa-4ebe-867c-1002664ab2f4","China_output093_text.txt","Mansaroar","char-offset:1575","PLACE","http://geo-kima.org/place/2564","Manasarowar Lake (China)","","","","","VERIFIED","","In Tibet Autonomous Region; https://en.wikipedia.org/wiki/Lake_Manasarovar","",""
"faec0869-ebf6-4f83-af2a-2b91c2ca4c80","China_output093_text.txt","Ganges","char-offset:1605","PLACE","http://geo-kima.org/place/1479","Ganges River (India and Bangladesh)","","","","","VERIFIED","","","",""
"0b3aaebf-902e-41f8-be51-60db1a37101c","China_output093_text.txt","Burrampooter","char-offset:1658","PLACE","http://geo-kima.org/place/1818","Brahmaputra River","","","","","VERIFIED","","","",""
"1d51d85c-3a10-4723-ae50-d1883e65747f","China_output094_text.txt","History of Quadrupeds","char-offset:171","","","","","","","","","","Wild Ass, or Koulan, HQ, I, p. 8-13; Dshikketei, ibid., pp. 4-8; Takija, ibid., p. 2","",""
"7fe6af3f-cdf9-4d9d-a908-ee4bd1e89748","China_output094_text.txt","Tartary","char-offset:258","PLACE","","","","","","","NOT_IDENTIFIABLE","","Inner or Central Eurasia: https://en.wikipedia.org/wiki/Tartary","",""
"809ad1fe-1a6b-47c3-a1ea-1a8105985ffc","China_output094_text.txt","Baikal","char-offset:376","PLACE","http://geo-kima.org/place/1794","Baikal, Lake (Russia)","","","","","VERIFIED","","","",""
"e2deef4c-6e5c-42dc-ac7c-00fc13b16e95","China_output094_text.txt","Greenwich","char-offset:430","PLACE","http://geo-kima.org/place/8538","Greenwich (London, England)","","","","","VERIFIED","","","",""
"4cab4576-3caa-4851-a685-7159d91713ad","China_output094_text.txt","Thibet","char-offset:504","PLACE","http://sws.geonames.org/1279685","Tibet","","31.691269092669106","88.10070871640409","","VERIFIED","","","",""
"9c4ee1de-29e8-44d6-9441-bb1d88441727","China_output094_text.txt","Shamo","char-offset:576","PLACE","http://geo-kima.org/place/2464","Takla Makan Desert (China)","","","","","VERIFIED","","desert in Southwestern Xinjiang; https://en.wikipedia.org/wiki/Taklamakan_Desert; but elsewhere I've put 'Shamo' as Gobi desert. 'Shamo' is Mandarin for desert so is applicable to several locations.","",""
"7fbd6014-7b2a-4e1f-8435-181ac84ab227","China_output094_text.txt","Baikal","char-offset:643","PLACE","http://geo-kima.org/place/1794","Baikal, Lake (Russia)","","","","","VERIFIED","","","",""
"8ec99a60-a705-454b-bd28-193038bad462","China_output094_text.txt","Aldan","char-offset:839","PLACE","http://sws.geonames.org/2027968","Aldan","","58.61021","125.39613","","VERIFIED","","Here, river Aldan, https://en.wikipedia.org/wiki/Aldan_(river)
","",""
"75957e1a-c1fc-49ae-afdc-04cc66f77e3a","China_output094_text.txt","Amur","char-offset:958","PLACE","http://geo-kima.org/place/1886","Amur River (China and Russia)","","","","","VERIFIED","","","",""
"98616884-3aba-4690-9810-7eeba1183cad","China_output094_text.txt","China","char-offset:1016","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"786f4233-e9a4-4b50-8b54-80a72ab1a841","China_output094_text.txt","William Coxe","char-offset:1180","PERSON","","","","","","","","Coxe|William","William Coxe (1748-1828, https://en.wikipedia.org/wiki/William_Coxe_(historian)), Account of the Russian Discoveries Between Asia and America. To which are added, The Conquest of Siberia, and The History of the Transactions and Commerce between Russia and China (London: J. Nichols, 1780). The reference given here to p. 100 doesn't seem apposite, but see section on Chinese/ Russian relations, pp. 197-210 (including image of frontier town of Maimatschin (apparently not used by Pennant) at p. 210). For text, see https://wellcomecollection.org/works/mng9ypfs/items?canvas=227
","",""
"277414f5-c56c-4008-bc34-1cadefd00c90","China_output094_text.txt","Mr. Arrowsmith","char-offset:1221","PERSON","","","","","","","","Arrowsmith|Aaron","Aaron Arrowsmith (1750–1823), cartographer. Work mentioned here is Chart of the world on Mercator's projection, exhibiting all the new discoveries to the present time: with the tracks of the most distinguished navigators since the year 1700, carefully collected from the best charts, maps, voyages, &c extant., 1790 (8 sheets). See https://en.wikipedia.org/wiki/Aaron_Arrowsmith; https://www.raremaps.com/gallery/detail/64231/map-of-the-world-on-a-globular-projection-exhibiting-partic-arrowsmith
","",""
"b6ca2ff2-fb2d-4c3b-88e2-92fc3fbde1ac","China_output094_text.txt","Gerbillon","char-offset:1295","PERSON","","","","","","","","Gerbillon|Jean-François","Jean-François Gerbillon (1654–1707), missionary in China; https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Gerbillon","",""
"8fce2a35-da71-4222-ac52-e029bda8e1ed","China_output094_text.txt","Kang-hi","char-offset:1365","PERSON","","","","","","","","Kangxi Emperor","","",""
"a09d4e0b-ba8b-420c-ae16-9caae1a62dee","China_output094_text.txt","Du Halde","char-offset:1480","PERSON","","","","","","","","Du Halde","","",""
"06cb24ea-f03f-4679-aaa3-b89cd80fac7e","China_output094_text.txt","History of China","char-offset:1491","","","","","","","","","","Description géographique, historique, chronologique, politique et physique de l'Empire de la Chine et de la Tartarie chinoise (4 vols., vol. 2, Paris, 1735)); https://gallica.bnf.fr/ark:/12148/bpt6k56991284.r=Jean-Baptiste%20Du%20Halde?rk=107296,
","",""
"d4bb178f-2091-4a19-844b-66b610c716a8","China_output094_text.txt","treaty of Nertshinsk","char-offset:1553","","","","","","","","","","first treaty between Tsardom of Russa and Qing dynasty; https://en.wikipedia.org/wiki/Treaty_of_Nerchinsk
","",""
"a4eaea77-c465-486f-ba28-044ee4e60e1f","China_output094_text.txt","Ingoda","char-offset:1590","PLACE","","","","","","","NOT_IDENTIFIABLE","","River in Zabaykalsky Krai of Russia; https://en.wikipedia.org/wiki/Ingoda_(river)
","",""
"547f3816-8025-482f-bcc2-619395e0308b","China_output094_text.txt","John","char-offset:1615","PERSON","","","","","","","","","Ivan V Alekseyevich (1666–1696), joint Tsar with younger half-brother Peter the Great, co-reigning from 1682 until his death; https://en.wikipedia.org/wiki/Ivan_V_of_Russia
","",""
"26a15790-6df9-4387-8888-9aec58020e99","China_output094_text.txt","Peter","char-offset:1624","PERSON","","","","","","","","","Peter the Great / Peter I / Pyotr Alekséyevich (1672-1725; reigned 1682 until his death; jointly with half brother Ivan V before 1696; https://en.wikipedia.org/wiki/Peter_the_Great
","",""
"2fc9bf3a-ef4c-4b2e-bff2-86e7d695a22d","China_output095_text.txt","Kang-hi","char-offset:43","PERSON","","","","","","","","Kangxi Emperor","","",""
"f44d858e-c2ac-4385-809f-28602f3db7a6","China_output095_text.txt","Amur","char-offset:167","PLACE","http://geo-kima.org/place/1886","Amur River (China and Russia)","","","","","VERIFIED","","","",""
"96de10aa-5cf6-4557-9184-32a5fde9eb7e","China_output095_text.txt","Albasin","char-offset:313","PLACE","","","","","","","NOT_IDENTIFIABLE","","Albazin, first Russian settlement on Amur River; https://en.wikipedia.org/wiki/Albazino. Co-ordinates for village are 53.383826757844965, 124.09546255835122
","",""
"4c2a69cd-dde1-40bb-98d5-8558b761ebf4","China_output095_text.txt","China","char-offset:417","PLACE","http://sws.geonames.org/1814991","China","","36.56380228339525","103.83107747167409","","VERIFIED","","","",""
"8dd932a8-0d20-4c38-a71a-c52e485007c0","China_output095_text.txt","Gallowin","char-offset:470","PERSON","","","","","","","","","Count Feodor Alekseyevich Golvin (1650–1706), last Russian boyar [member of feudal nobility], first Chancellor of Russian Empire, field marshal and general admiral. Concluded Treaty of Nerchinsk which granted line of the Amur up to its tributary, the Gorbitsa, returned to China (because it was impossible for Russia to defend it). See https://en.wikipedia.org/wiki/Fyodor_Alexeyevich_Golovin
","",""
"e8485b08-393a-4099-aaf4-cf46fd2f61de","China_output095_text.txt","Siberia","char-offset:492","PLACE","http://geo-kima.org/place/2419","Siberia (Russia)","","","","","VERIFIED","","","",""
"2473d6a0-eddd-4617-b995-2fa23afc39e3","China_output095_text.txt","So San","char-offset:556","PERSON","","","","","","","","","Unidentified.","",""
"b5a0b1ba-b5c3-4e06-881d-44162fb67be6","China_output095_text.txt","Tong Jau-ye","char-offset:617","PERSON","","","","","","","","","Unidentified, but note that Songgotu ()1636-1703; pinyin: Suõ'étu), minister during Kanxi Emperor's reign, was an 'uncle of the emperor's primary spouse' (cf. reference here to his being 'maternal uncle to the emperor'). See https://en.wikipedia.org/wiki/Songgotu
","",""
"f5a02a0c-142b-4362-8797-9a10f94cf2c5","China_output095_text.txt","Kang-hi","char-offset:873","PERSON","","","","","","","","Kangxi Emperor","","",""
"81a96ff7-27af-4447-bdb9-c77f2cf37266","China_output095_text.txt","Gerbillon","char-offset:913","PERSON","","","","","","","","Gerbillon|Jean-François","","",""
"3a1224fb-1e45-4709-bfe5-78249ac7bf74","China_output095_text.txt","Pereyra","char-offset:934","PERSON","","","","","","","","Pereira|Tomás","Tomás Pereira (1645–1708), Portuguese Jesuit, mathematician and scientist; missionary to China from 1672; sent alongside Jean-François Gerbillon to interepret negotiations at Nerchinsk 1689; https://en.wikipedia.org/wiki/Thomas_Pereira
","",""
"9de166d8-615e-4ef0-986d-c088fdbc37dc","China_output095_text.txt","Kang-hi","char-offset:1081","PERSON","","","","","","","","Kangxi Emperor","","",""
"01d42eca-fbbf-4ce4-8c54-3bad50471520","China_output095_text.txt","Albasin","char-offset:1257","PLACE","","","","","","","NOT_IDENTIFIABLE","","Albazin, first Russian settlement on Amur River; https://en.wikipedia.org/wiki/Albazino. Co-ordinates for village are 53.383826757844965, 124.09546255835122
","",""
"b8403953-df6d-47b8-aa51-3c86dfdc87bf","China_output095_text.txt","Nertshinsk","char-offset:1365","PLACE","http://sws.geonames.org/2019326","Nerchinsk","","51.98333","116.58333","","VERIFIED","","","",""
"3cb83f7d-e376-4523-8c4b-cc5883a20241","China_output095_text.txt","Gallowin","char-offset:1611","PERSON","","","","","","","","","Count Feodor Alekseyevich Golvin (1650–1706), last Russian boyar [member of feudal nobility], first Chancellor of Russian Empire, field marshal and general admiral. Concluded Treaty of Nerchinsk which granted line of the Amur up to its tributary, the Gorbitsa, returned to China (because it was impossible for Russia to defend it). See https://en.wikipedia.org/wiki/Fyodor_Alexeyevich_Golovin
","",""
"8015a7f1-86b0-4187-b841-47adbd232ed0","China_output096_text.txt","Kang-hi","char-offset:310","PERSON","","","","","","","","Kangxi Emperor","","",""
"5536a984-80e5-4029-bd58-826caabf6491","China_output096_text.txt","Nip-chu","char-offset:336","PLACE","http://sws.geonames.org/2019326","Nerchinsk","","51.98333","116.58333","","VERIFIED","","","",""
"9b7319d2-a694-4521-ba62-62e6dea7aa6b","China_output096_text.txt","Polybius","char-offset:1613","PERSON","","","","","","","","Polybius","Polybius, Greek historian, author of 40-volume Histories, of which only the first five survive in their entirety. They cover the period https://en.wikipedia.org/wiki/Polybius https://en.wikipedia.org/wiki/Polybius, https://en.wikipedia.org/wiki/The_Histories_(Polybius)","",""
